Temperature Low,Temperature High,Relative Humidity High,Relative Humidity Avg,Mean Sea Level Pressure Low,Mean Sea Level Pressure High,Mean Sea Level Pressure,Cloud Cover Total,Cloud Cover High,Cloud Cover Medium,Cloud Cover Low,Shortwave Radiation,Wind Speed Low,Wind Speed High,Wind Gust High,Wind Gust Low,Precipitation Total
49.56895,72.91495,84,67.041664,1009.9,1013,1011.47504,58.916668,34.791668,58.041668,41.625,6284.2896,1.191377,10.389601,16.56,9.899999,0
56.76895,72.28495,80,63.583332,1007.8,1010.4,1009.1958,46.774998,44.041668,45.041668,32.25,6392.87,1.0656,7.996438,21.599998,11.010001,0.1
51.890953,67.85695,94,79.416664,1000.3,1007.8,1004.38745,81.9125,74.25,78.458336,65.333336,4196.35,0,9.293504,20.519999,9.764998,0
53.94295,61.21495,96,86.083336,997.4,1000.6,998.44995,97,51.875,71.583336,95.625,1938.4199,1.5984001,17.771095,30.239998,17.265,13
53.43895,60.00895,91,86.291664,997.6,1003.7,999.77496,100,47.166668,90.333336,100,1745.2898,4.0313635,18.9144,34.2,23.46,15.900001
49.982952,58.37095,95,82.291664,1004,1015.3,1008.4583,92.041664,7.375,46.708332,92.041664,2908.5198,4.72062,10.788378,26.28,15.015,2.2000003
41.41495,54.194954,85,68.083336,1016,1022.2,1019.68335,39.791668,0.083333336,0,39.791668,7495.5796,4.1442113,10.646005,23.759998,16.125,0.3
40.010952,55.18495,83,70.208336,1019.1,1023.3,1020.63336,85.916664,6.5416665,27.083334,85.916664,3681.04,1.4346079,17.4812,29.88,19.125,1.1
44.168953,61.844948,92,72.5,1016.6,1020.3,1018.64166,54.958332,3.25,0,54.958332,6471.189,0.3767465,10.154698,16.56,10.319999,0.5
46.67095,68.37895,91,67.708336,1007.1,1017.4,1012.03754,59.058334,40.166668,58.583332,24.875,6302.98,0.79920006,14.630187,37.8,14.804999,5.1
48.236954,55.99495,92,75.916664,1007.9,1019.3,1012.3582,79.875,24.791666,70.125,58.916668,4923.4795,3.4734309,17.252357,33.12,22.019999,7.7
40.92895,67.47895,87,65.708336,1018.3,1021.2,1019.91675,23.583334,16.416666,21.458334,1.6666666,7655.7793,1.7057923,8.102239,18.359999,11.669999,0
53.09695,75.77695,87,66.791664,1013,1019.4,1016.4917,25.637499,38.25,21.583334,0,7682.4805,2.382754,8.102239,21.24,8.55,0
54.932953,79.26895,90,66.75,1006.2,1013.4,1009.8499,30.166666,23.541666,25.708334,21.541666,6743.5303,1.4346079,21.173353,37.079998,20.58,0.5
48.56095,56.76895,92,83.958336,1011,1014.7,1013.0708,100,3.8333333,99.75,98.541664,2251.7,11.302394,19.226994,37.079998,27.764997,14.4
47.62495,60.54895,90,79.666664,1012.6,1015.1,1014.14996,82.5,0.083333336,10.25,82.5,5277.7,4.5366282,16.217613,30.960001,18.179996,0
47.426952,69.926956,96,71.458336,1011,1013.6,1012.2126,51.625,1.0833334,27.5,28.125,7857.8105,1.332,10.389601,18.359999,10.619999,0
55.50895,75.47095,84,65.041664,1011.6,1013.7,1012.7915,18.445833,0.7916667,18.041666,5.25,7807.08,1.6848617,6.179102,14.759999,7.14,0.3
59.486954,77.88295,90,69.416664,1011.2,1013.4,1012.5791,35.841667,49.666668,31.708334,2.0833333,7617.51,1.0656,9.914233,19.8,10.409999,0
59.21695,77.36095,96,76.541664,1007,1013.3,1010.6541,59.583332,26.291666,52.791668,40.208332,6286.07,0.5956885,16.389555,23.039999,11.04,3
56.516953,65.76895,98,87.166664,1003.9,1006.6,1004.99176,81.10833,85.166664,79.833336,59.083332,2066.5798,1.0656,11.131568,31.319998,12.8099985,6.2
57.56095,66.056946,90,76.583336,1005,1006.2,1005.5041,95.833336,69.5,89.458336,95.708336,3289.4402,6.972355,17.97361,35.28,28.14,7.9000006
55.07695,65.51695,89,73.708336,1005.7,1011.9,1008.05005,93.958336,48.166668,77.416664,85.125,3131.02,2.7167575,20.057991,39.96,24.569998,5.3
53.708954,67.83895,89,72.833336,1011.3,1013.3,1012.36255,67.916664,25.5,24.625,55.083332,5857.0903,0.3767465,9.304952,24.48,7.1849995,0.4
55.61695,68.03695,93,79.416664,1007.6,1011.7,1009.22076,94.166664,52.208332,80.791664,88.916664,4452.67,2.1967907,16.197908,30.599998,20.040003,12.800001
54.96895,61.952953,95,87.541664,1008.8,1010.9,1009.7249,100,16.083334,51.958332,100,2786.59,2.8815567,8.891537,12.959999,8.325001,3.5000002
55.02295,67.60495,92,80.5,1010.3,1013.3,1011.19995,82.916664,43.041668,53.041668,63.458332,5762.7505,3.996,11.91377,16.919998,13.064999,0.5
55.958954,66.650955,98,82.625,1013.4,1017.6,1014.95416,64.333336,34.666668,44.875,57.5,3759.36,0.5956885,5.9150395,10.440001,5.9249997,3.6
55.31095,75.974945,98,73.333336,1016.5,1018,1017.3291,27.758333,0.16666667,0,27.75,6909.071,0.3767465,5.1243067,14.4,8.085,0
60.134953,75.02095,80,70.833336,1017.9,1020.8,1019.44183,31.733332,16.875,23.833334,17.833334,4599.5195,0.3767465,8.262695,16.919998,6.555,0.70000005
57.39895,67.40695,93,81.041664,1017.4,1021.1,1018.85004,76.88333,26.625,66.916664,59.291668,3097.1997,4.3692846,11.501571,19.8,14.774999,3.2
56.24695,69.67495,96,75,1014.1,1018.3,1015.88336,49.416668,6.0833335,25.208334,47.166668,6280.73,2.1967907,10.362241,15.84,11.91,1.3
53.42095,74.60695,88,66.75,1007.6,1014.2,1010.7249,30.262499,34.791668,27.125,5.625,7605.05,1.4346079,5.7507854,10.799999,5.85,0
59.39695,67.38895,92,72.833336,1007.6,1010.4,1008.8333,84.5,37.916668,75.583336,75.5,3519.95,2.5272923,13.415561,27.72,18.585,3.3999999
57.20095,62.996952,89,79.416664,1008.1,1011,1009.7791,94.791664,46,91.833336,90.375,2883.6,4.336678,15.508508,24.119999,20.475,6.4999995
55.760952,62.67295,94,85.416664,1003.1,1009.4,1005.04565,100,49.166668,90.375,98.625,2597.0198,2.664,18.056341,29.519999,18.69,9.500001
54.10495,63.41095,94,78.708336,999.7,1003.3,1001.6917,92.541664,27.166666,70.25,75.125,5005.36,2.0806506,25.244825,42.839996,20.849998,1.7
47.71495,64.63495,81,71.458336,999.9,1003.3,1001.68353,67.25,6,52.291668,53.25,4605.75,0.5328,9.605188,25.56,17.355,0.8
52.93495,63.12295,97,84.458336,997.3,1003.2,1000.7666,96.583336,58.208332,92.666664,86,4328.96,1.0656,17.785067,36,17.099998,13.599999
52.70095,65.984955,95,72.166664,1003.5,1013.8,1008.50836,63.541668,3.8333333,40.791668,57.375,5024.94,0.3767465,18.091677,31.319998,21.195,6.7
53.85295,62.18695,88,75.5,1014.4,1020.5,1016.68756,65.958336,33.125,51.875,49.708332,3689.9395,0.5328,11.191971,21.599998,13.6050005,0.6
53.56495,61.52095,89,81.208336,1020.3,1023.4,1021.6416,60.333332,6.125,17.916666,60.333332,4231.95,5.466071,14.058753,19.8,15.074998,1.7000002
48.974953,72.068954,97,73.25,1017.8,1023.5,1020.7209,51.57083,32.291668,31.375,35.083332,7527.6196,0.2664,10.248612,16.56,8.07,0
55.68895,67.622955,95,82.333336,1018.8,1022.1,1020.2041,91.75,10.291667,62.583332,88,2632.6199,0.5956885,9.824346,25.199999,14.294999,5.7000003
56.696953,84.14696,96,75.5,1018.6,1022.3,1020.5666,11.375,0,0,11.375,8154.1797,0.9605189,10.794953,16.56,8.864999,0
65.12096,88.862946,88,69.166664,1015.2,1019.7,1017.3333,0,0,0,0,8131.93,0.5956885,11.5784445,21.24,9.600001,0
71.11495,87.72895,89,65.125,1013.3,1016.3,1014.9126,13.245833,1.375,7.7916665,9.416667,6690.1294,0.9605189,16.687786,23.759998,11.205001,0.4
59.360954,74.73295,94,81.375,1011,1017.3,1013.5417,87.041664,4.0833335,39.208332,69.458336,4001.4402,0.3767465,20.806505,36.36,16.574999,1
52.790955,69.85495,92,71.541664,1016.2,1018.7,1017.53326,62.82083,0.9166667,4.7083335,62.583332,6026.19,3.9603205,12.300643,23.039999,14.189999,0
51.044952,71.762955,82,65.958336,1017.8,1020.1,1019.23334,10.020833,5.75,1.4583334,7.9166665,7944.139,1.1302395,12.070595,16.919998,12.404999,0
55.454952,73.58095,85,72.416664,1014.1,1019.7,1016.8833,47.083332,9.791667,44.708332,18.625,6522.8096,0.79920006,10.109169,24.119999,11.835,0
59.64895,76.17295,85,71.208336,1010.9,1015,1013.33746,25.841667,7.375,0,24.833334,6718.61,0.2664,9.697107,26.28,16.47,0
63.71695,70.41295,84,75.458336,1011.3,1015.5,1013.27924,45.016666,25.5,40.416668,30,3671.2502,0.84243083,5.485512,20.519999,11.61,1.5000001
62.18695,78.00896,83,67.541664,1013.1,1016,1014.95844,44.208332,0.9583333,0,44.208332,6574.4297,0.753493,5.7631135,20.16,12.764999,0.2
60.278954,68.99095,85,73.75,1012.9,1019.8,1015.4167,65.75,30.375,52.416668,50.791668,4247.969,1.3583788,17.367155,34.92,20.759998,2.4
56.24695,69.224945,78,65.166664,1018.2,1020.1,1019.6292,63.708332,0,0,63.708332,6385.7495,0.5956885,10.636002,27.72,12.915,0
55.058952,76.44295,88,69,1016.2,1020,1018.20416,3,1.6666666,0,2.5,8004.659,1.1302395,8.87156,14.759999,8.099998,0
60.62095,77.36095,94,68.75,1014.1,1017,1015.9666,14.083333,1.4166666,0.125,13.958333,7516.9404,1.0983953,13.226432,24.48,14.459999,0
60.06295,74.30095,80,64.25,1016.7,1018.9,1017.8625,29.966665,19.666666,12.25,19.375,7448.41,3.207881,12.566062,20.16,13.559998,0
56.89495,78.18895,81,63.833332,1016.4,1019,1017.92084,24.033333,33.875,18.333334,0.041666668,8130.1504,0.2664,7.197732,11.879999,7.1699996,0
60.764954,83.30095,89,64.375,1014.5,1017.2,1015.98334,17.858334,19.916666,5.7083335,9.416667,7749.23,1.0656,14.493725,28.08,15.87,0
63.176952,81.24895,81,64.875,1015.9,1019,1017.78326,4.125,0.125,2.4583333,4.125,7783.05,1.7870656,9.092791,20.16,12.854999,0
61.89895,88.59295,90,64.041664,1009.3,1016.1,1012.2917,5.1458335,3.375,4.5833335,0.41666666,7938.7993,1.332,10.109169,20.519999,13.23,0
66.43495,82.50896,97,75.916664,1009,1012.8,1010.86255,57.38333,52.791668,50.416668,27.583334,4477.5903,1.3583788,9.649418,28.44,16.185,7.0999994
60.78295,68.79295,95,88.666664,1009.7,1014.1,1012.0916,92,53.791668,82.75,91.666664,1187.2599,0.79920006,9.354396,18.72,9.6449995,14.800001
54.03295,62.36695,88,76.416664,1012.6,1018.2,1014.7334,92.666664,0,9.125,92.666664,4692.0806,2.5132127,20.935719,30.599998,22.14,0.9000001
51.530952,57.794952,87,78.166664,1016.6,1022.2,1018.7834,83.625,0,36.333332,83.375,3287.6602,4.2624,13.534064,26.28,17.28,5.1000004
51.72895,66.54295,85,67.333336,1022.6,1024.8,1023.7083,49.291668,3.5,0.6666667,48.833332,7369.2,2.3976,13.8937235,19.44,13.949997,0
49.87495,73.50896,88,64.25,1021.8,1025.6,1023.5999,9.445834,4.2083335,0,8.208333,7829.33,1.7057923,7.766828,21.24,12.8550005,0
56.642952,81.068954,74,59.375,1018.2,1022.5,1020.1541,4.1666665,0,0,4.1666665,7856.9204,3.0374272,7.766828,16.199999,10.695,0
63.77095,83.78695,86,66.708336,1017.5,1019.7,1018.82495,0.8875001,2.9583333,0,0,7781.27,0.3767465,10.126704,18.359999,7.83,0
63.06895,87.33295,84,62.125,1015.1,1019.4,1017.3166,0.4,1.3333334,0,0,7827.551,0.9605189,11.532382,24.48,13.635001,0
65.22895,91.58095,83,60.208332,1010.5,1016,1013.3667,7.0416665,0,7.0416665,0,7815.09,3.6234312,8.867559,19.08,11.280002,0
69.224945,83.46295,82,64.208336,1011.1,1014.6,1012.64996,39.175,15.875,20.291666,29.583334,5043.63,0.3767465,9.549613,22.68,14.040001,3
65.80495,77.72095,94,79.166664,1011.2,1014.6,1013.02094,86.083336,62.041668,85.25,44.041668,2808.84,2.6772869,14.000582,16.56,9.315,10.600001
63.55495,75.38095,92,79.291664,1012.6,1017.3,1014.6541,87.083336,32.708332,62.541668,55.541668,4056.6194,1.9210378,8.062727,13.679999,7.649999,0.7
62.834953,76.19095,90,76.041664,1014.6,1017.6,1016.75,38.583332,0,0,38.583332,6194.4004,1.7870656,9.460013,13.679999,8.084999,0
62.67295,77.10895,94,74.708336,1015.8,1017.6,1017.01666,49.291668,20.958334,17.416666,40.875,4385.9204,0.2664,6.8075495,12.599999,6.2099996,0.4
63.82495,80.61895,94,74.833336,1016.4,1017.8,1017.06244,54.666668,1.875,28.125,49.916668,4545.23,0,5.485512,7.92,4.305,1.4000001
64.54495,78.94495,92,71.5,1014.6,1017.2,1015.78754,65.34167,44.583332,43.083332,45.25,4852.28,0.79920006,6.1963058,14.759999,10.425,1.3000001
62.258953,74.22895,78,67.666664,1013.9,1016.6,1015.49164,50.516663,7,36.666668,27,4985.78,1.7870656,10.685928,18.72,11.685,0.5
58.892952,79.84495,87,67.166664,1011.7,1015.9,1013.7834,21.25,1.2083334,0,21.25,6432.0293,0.84243083,12.035266,27,16.425001,0
64.18495,84.596954,82,63.625,1009.5,1013.3,1011.5002,25.133333,22.166666,20.666666,9.416667,6683.9004,2.028842,8.528962,28.08,13.245002,0
63.06895,74.91295,91,83.125,1010.1,1016.2,1012.1248,84.208336,45.916668,79.458336,63.75,1736.3899,0.84243083,10.775213,24.48,14.145,12.999999
56.912952,74.26495,96,71.208336,1016.6,1018.7,1017.58344,57.69583,13,0.41666666,56.833332,6581.5503,0.5956885,6.2134624,17.28,8.699998,0.4
59.19895,75.596954,77,64.708336,1015.4,1018,1016.8416,37.645832,31.25,31.333334,22.75,5018.71,1.7057923,16.42632,29.16,14.430001,0.5
61.93495,81.35695,77,59.166668,1012.2,1016.6,1014.0833,12.008334,10.916667,9.916667,1.7083334,7237.48,1.332,14.67378,25.199999,16.230001,0
61.34095,82.54495,95,59.416668,1009.7,1013.3,1011.64594,39.570835,41.75,37.208332,25.166666,5719.1396,2.0806506,22.924335,36.36,12.6449995,11.3
58.586952,65.39095,95,80.958336,1012.1,1022.1,1016.675,68.958336,39.875,50.25,63.708332,2896.9502,4.5366282,15.863667,30.599998,17.925001,15.000001
54.46495,73.90495,86,64.916664,1022,1026.4,1023.6209,8.045834,10.333333,2.5416667,4.1666665,6933.1,0.3767465,10.935387,20.16,9.884998,0
56.300953,78.06295,84,65.458336,1022.8,1026.7,1025.0458,2.0041666,2.1666667,0,1.6666666,7137.8,0.79920006,5.4919763,15.119999,8.250001,0
61.64695,81.23095,75,60.75,1018.3,1023.2,1020.2417,16.125,9.833333,13.791667,1.25,6928.6494,0.84243083,14.5937605,23.4,12.600001,0
58.92895,68.57695,79,71,1017.6,1019.7,1018.5334,99.458336,62.291668,91.666664,81.625,3740.6702,2.4123545,21.32698,30.599998,15.300002,0.1
54.21295,66.02095,78,61.708332,1017.9,1021.4,1019.1584,56.25,0,1.375,56.25,6300.3096,3.5840454,9.120067,25.199999,13.935,0
49.982952,68.64896,81,59.5,1021.4,1023.2,1022.3625,42.995834,12.625,12.125,32.708332,6628.7207,0.2664,8.014169,19.8,9.689999,0
57.668953,76.06496,76,60.083332,1022.1,1025.2,1023.42926,58.333332,22.458334,15.291667,58.333332,4555.0205,0.84243083,8.710098,23.4,13.23,0.70000005
59.57695,82.23895,86,62.916668,1020.7,1023.7,1022.1543,0.95000005,3.1666667,0,0,6901.0596,0,6.828368,14.759999,8.864998,0
64.094955,85.028946,87,64.041664,1018.2,1021.5,1019.90405,2.125,0,1.2916666,0.8333333,6785.36,0.3767465,6.0102577,13.32,6.8999996,0
64.040955,83.33695,88,64.041664,1015.9,1019.5,1017.7708,0.8333333,0,0,0.8333333,6664.32,0,6.354631,14.04,5.535,0
59.918953,83.04895,88,65.208336,1011.6,1016.7,1014.17505,2.0833333,0,0,2.0833333,6541.5,0.5328,5.2878885,16.199999,8.595,0
63.140953,81.55495,88,63.916668,1008.5,1012.2,1010.2459,52.354168,29.458334,49.791668,6.625,5771.6494,0,6.2134624,17.28,7.02,0
62.690952,74.66095,86,70.5,1007.7,1011.1,1009.3083,56.100002,15.875,48.166668,54.833332,2554.2998,0.79920006,15.941764,26.64,13.094998,3.4000003
61.862953,77.88295,87,67.5,1008.7,1010.9,1009.99585,80.25833,39.916668,45.833332,40.166668,5236.76,1.332,5.6637416,17.28,10.139998,0.1
61.26895,71.94295,85,76.166664,1010.7,1017.6,1013.3999,75.9,61.041668,59.916668,42.708332,2492.8896,1.0656,13.85536,25.56,10.695,0.90000004
57.07495,70.61095,87,62.083332,1017.7,1023.9,1019.89166,48.083332,0,0,48.083332,6145.4497,3.4115846,17.124361,29.88,21.314999,0
54.15895,74.44495,72,56.666668,1023.9,1027.2,1025.6625,0,0,0,0,6523.7,0.3767465,6.1503215,12.959999,5.4300003,0
54.51895,83.78695,81,61.833332,1021.7,1027.1,1024.35,0,0,0,0,6456.0596,5.842608,14.181891,24.48,19.919996,0
60.350952,86.55895,85,66.541664,1017.6,1022.3,1019.97925,0,0,0,0,6435.59,6.448861,10.196545,25.919998,19.17,0
60.65695,89.816956,88,66,1013.8,1018.2,1016.05426,0,0,0,0,6372.4004,0.9605189,10.070483,31.68,10.754998,0
69.67495,91.86895,85,60.791668,1014.8,1016.4,1015.396,0,0,0,0,6300.31,0.753493,5.701209,12.599999,6.7200007,0
70.53895,91.13095,76,58.375,1014.6,1016.5,1015.71655,0,0,0,0,6192.6196,2.7812977,8.787163,16.56,9.075001,0
72.08695,89.31295,71,51.333332,1014.4,1016.4,1015.3042,7.679167,0.45833334,6.875,2.5416667,6157.0205,2.1477854,13.85536,20.519999,13.335,0
67.10095,77.28895,77,59.708332,1015.6,1019.6,1017.41656,49.59167,31.833334,36.583332,35.25,5261.6797,4.057684,14.535288,26.28,17.115,1.8000001
54.60895,80.69095,92,66.625,1018,1020.9,1019.5041,12.125,12.333333,0.125,8.5,6062.68,1.5984001,16.2853,23.039999,13.1849985,0
56.58895,82.50896,92,67.333336,1017.5,1019.7,1018.6833,1.6666666,0,0,1.6666666,5945.2,0.753493,6.7394466,14.04,8.909999,0
66.61495,81.08695,73,57.25,1019.5,1021.4,1020.1875,5.2875,6.6666665,2.5833333,3.2083333,5776.9897,0.5328,6.9315205,15.119999,8.88,0.1
61.862953,82.00495,76,55.625,1017.7,1020.8,1019.33325,2.5416667,5.0416665,1.4166666,0,5973.679,0.5328,3.996,9.36,4.125,0
63.84295,83.76895,83,56.5,1015.8,1019,1017.4167,56.833332,62.625,54.958332,0,4894.109,0.5956885,6.4046907,10.799999,5.7599998,0
61.23295,82.18495,86,56.166668,1013.2,1018.2,1015.7124,70.99167,72.208336,70.541664,37.291668,2621.0498,0.5956885,14.777397,34.56,17.97,6.8
60.530952,70.19695,92,72.041664,1017.2,1023.1,1019.44574,54.4375,18.375,51.75,48.333332,4971.54,2.664,16.859142,27.72,19.814999,1.7
56.49895,75.25495,78,66.041664,1021.9,1024.5,1023.33746,20.066668,0.5,0,19.916666,5327.54,1.4346079,10.794953,28.44,13.694999,0
54.06895,77.41495,92,69,1014.9,1021.8,1018.30835,20.316668,4.0416665,0,20.166666,5737.8296,1.4346079,11.389962,28.44,14.279999,0
60.764954,83.76895,88,62.75,1012.6,1015,1013.99994,0.6875,2.2916667,0,0,5642.5996,0.5328,9.369556,18.72,12.269998,0
59.75695,81.03294,86,62.666668,1014.4,1017.7,1015.90826,4.4791665,4.9166665,0,3.7916667,5464.6,3.118132,11.305533,18,12.150001,0
63.53695,81.46495,84,64.458336,1014.6,1016.5,1015.64996,2.175,3.0833333,0,1.25,5434.34,0.3767465,4.861344,13.679999,5.474999,0
64.27495,82.86895,79,62.666668,1015.5,1017.9,1016.68335,10.445834,19.541666,0.20833333,4.5833335,5416.54,2.1477854,8.855546,17.64,8.235,0
61.23295,85.262955,84,64.583336,1015.1,1017.5,1016.3376,55.270832,47.083332,54.333332,0,4830.03,1.0656,7.835059,19.44,11.264998,0
65.21095,85.33495,78,57.083332,1011.6,1016.7,1014.24994,0,0,0,0,5330.21,4.066419,8.931355,16.56,9.674999,0
63.37495,83.80495,86,63.583332,1009,1012.5,1011.04584,0.51250005,1.7083334,0,0,5293.719,1.6848617,9.354396,24.48,12.54,0
60.06295,70.88095,87,74.375,1009,1014.7,1011.50006,66.07917,55.625,57.75,60.458332,2118.2,2.4560864,17.299599,27,15.149999,1.5000001
61.28695,70.57495,85,64.208336,1013,1016.4,1014.7583,90.25833,17.666666,58.916668,71.666664,3552.8801,1.1302395,16.47593,26.28,11.384999,0.1
55.67095,66.68695,85,76.125,1013.7,1016.4,1015.1084,75.458336,64.25,64.666664,52.291668,3772.71,4.5833187,14.015779,24.48,15.929997,0.2
54.28495,60.29695,93,89.208336,1011.6,1016,1013.6165,100,66.083336,88.25,100,946.9599,3.4632,14.417629,24.84,15.764999,21.4
56.030952,63.77095,94,79.75,1014.9,1018.7,1017.3667,47.604168,7.5416665,0,46.791668,2937.8901,0.5956885,9.112282,18.359999,11.64,0.1
51.350952,66.16495,90,72.625,1015.3,1018.6,1016.7583,90.916664,23.041666,89.666664,19.125,3953.38,1.6204481,7.8666973,16.919998,8.115,0
49.06495,67.19095,82,66.083336,1016.6,1018.9,1017.40405,11.125,0,1.375,9.75,4489.1597,0.753493,7.038205,23.759998,12.015,0
46.70695,69.98095,81,62.125,1019.2,1021.7,1020.52075,8.095834,11.875,6.9583335,0,4978.6597,0.79920006,7.743951,21.599998,10.500001,0
53.834953,72.03295,82,62.166668,1021.5,1025.8,1024.1041,52.416668,20.416666,52,3.75,4440.2095,0.5328,7.4592,11.159999,6.66,0
52.916954,74.012955,83,66.125,1021.3,1026.4,1023.9917,0.1,0.33333334,0,0,4859.4,1.8648,12.132174,21.599998,12.749999,0
55.81495,75.54295,80,63.208332,1018.6,1022.5,1020.8084,1.25,0,0,1.25,4645.8003,0.2664,6.448861,18.72,7.635,0
55.58095,69.44095,95,75.125,1020.7,1024,1022.32916,35.787502,9.958333,6.5833335,35.458332,4085.0996,1.7870656,14.537728,23.759998,14.894998,0
55.02295,69.458954,93,74.916664,1022.7,1028.6,1025.5667,20.433332,15.583333,16.958334,3.2916667,4199.0195,0.84243083,6.443357,13.32,7.5,0
53.63695,74.82295,86,65.291664,1028.2,1031.1,1029.3085,11.595834,37.041668,2.1666667,0.7083333,4572.8193,1.1302395,12.020515,20.16,10.71,0
58.40695,78.76495,75,57.625,1018.9,1028.3,1023.5833,10.666667,22.625,7,0,4487.3804,0.84243083,13.226432,28.08,14.025001,0
56.84095,76.10095,64,48.291668,1014.7,1018.9,1016.61664,22.083334,18,9.458333,18.416666,4423.3003,1.332,14.712421,30.960001,19.5,0.3
58.460953,68.07295,84,72.125,1011.6,1014.9,1012.575,96.625,61.791668,90.958336,68.375,1493.4199,1.0983953,10.656,27.359999,22.154999,5.0000005
48.74095,60.206955,84,71.458336,1014.8,1024.2,1018.1165,50.625,1.25,1.6666666,49.583332,3438.0698,3.9603205,15.7176,31.68,22.079996,0.4
48.50695,62.708954,73,60.166668,1023.4,1027.8,1025.9585,31.541666,0,0,31.541666,3908.88,3.5741313,8.5248,18.72,12.63,0
42.80095,64.61695,88,66.083336,1026.5,1029.6,1028.0374,0.29166666,0,0,0.29166666,4272,3.2189233,15.726628,27.359999,20.13,0
42.13495,58.550953,80,57.375,1024.2,1027.8,1025.9833,6.25,0,0,6.25,4368.12,1.332,20.274424,33.48,23.144997,0
33.38695,61.502953,93,68.25,1014.6,1023.4,1019.375,21.441668,15.916667,8.041667,15.041667,4193.6797,2.2916594,13.449903,25.56,20.325,0
40.982952,60.38695,91,72.25,1016.3,1019.2,1017.7498,42.94583,8.666667,9.916667,32.666668,3907.9895,0.5328,12.11754,27.359999,14.07,0
47.516953,56.984955,75,66.291664,1019.2,1024.3,1021.0208,72.620834,3,0,72.583336,3326.8198,4.6600966,9.827957,25.199999,10.950001,0
43.30495,52.412952,91,76.791664,1023.7,1026.2,1024.6539,65.375,2.0833333,7.6666665,62.875,2686.0198,0.84243083,11.605993,14.4,9.570001,0.3
40.44295,55.832954,91,69.291664,1020,1027.1,1023.9793,67.583336,0,46.5,39.5,3859.0396,0.2664,6.9926825,14.759999,10.755,0
40.62295,54.64495,82,62.583332,1017,1021,1019.3291,38.833332,0,27.375,17.375,3212.9,1.4346079,7.093447,20.519999,12.404998,0
35.49295,56.37295,87,65.791664,1015.1,1020.1,1017.77496,2.9458332,3.2916667,0,1.9583334,3921.3398,1.0983953,12.358204,21.599998,16.02,0
38.89495,56.17495,80,68.166664,1009.2,1016.6,1012.9041,85.875,82.125,84.875,40.333332,2060.35,3.2408962,10.873559,32.399998,17.31,0
47.94895,62.528954,89,76.333336,1003.6,1010.5,1007.16656,79.174995,81.166664,79.125,38.5,1996.27,2.1967907,16.265676,34.2,15.494999,5.1000004
49.676952,64.23895,84,67.875,1007.2,1019.2,1014.62085,16.733334,14.958333,13.125,12.5,3608.06,0.79920006,8.7912,20.519999,15.285,0
45.55495,69.566956,92,70.333336,1019.8,1023.5,1021.4082,42.458332,43.958332,40.833332,0.29166666,3621.4104,5.466071,12.889466,16.199999,11.100001,0
54.30295,66.39896,90,70.458336,1022.4,1025.5,1023.8,97.166664,69.708336,96.916664,48.25,2073.6997,2.2916594,10.555628,16.56,11.384998,2.3999999
53.00695,60.836952,93,79.208336,1023.8,1026.9,1025.15,83.666664,41.541668,43.166668,56.041668,2543.62,1.5984001,11.769937,23.4,13.634999,0.6
48.002953,55.850952,84,69.958336,1019.6,1023.6,1021.825,81,16.541666,14.041667,81,2852.45,6.287266,16.250399,28.08,23.22,0.1
44.49295,54.24895,84,72.166664,1016.5,1020.3,1018.575,74.416664,0.16666667,0.41666666,74.416664,2532.05,8.855546,16.01948,27.72,22.154999,0.2
43.89895,52.178955,87,75.625,1016.3,1019.8,1017.7542,84.25,8.916667,30.916666,84.25,2171.6,6.6812778,15.773939,28.44,20.324999,2.6999998
39.84895,55.02295,83,67.583336,1014.3,1019.9,1017.4043,40.5,0.083333336,27.75,15.25,3383.7798,1.0656,6.179102,14.04,7.35,0
41.84695,54.806953,85,74.833336,1011.5,1015.4,1013.54175,92.104164,41.916668,61.708332,91.666664,940.73,5.394189,15.147364,34.2,18.57,1.6000001
44.474953,69.18895,96,73.25,1012.6,1017.1,1014.8916,81.791664,62.166668,25.291666,80.333336,1819.1599,3.9603205,18.259577,37.079998,24.524996,2.7
53.43895,63.51895,97,87.333336,1018.1,1026.5,1023,97.083336,72.833336,92.875,64.75,1623.36,0.5328,11.830079,38.16,10.575,6.1000004
48.81295,60.278954,97,86.5,1026.2,1032.2,1029.0083,62.125,5.2916665,28.291666,52.875,2333.5798,0.5328,8.360888,22.319998,7.68,0
46.544952,58.550953,94,81.041664,1032.6,1037.9,1035.2626,44.94167,1.8333334,2.4583333,42.833332,2616.6,0.3767465,5.651197,12.24,7.1699996,0
43.41295,59.93695,93,74.583336,1035,1038.7,1036.6959,15.758332,7.7916665,15.541667,0,3122.1199,1.0983953,7.572511,15.4800005,9.81,0
41.93695,60.836952,97,81.625,1031.3,1038.2,1035.1501,21.166666,2.7083333,0,21.166666,2912.0798,0,6.270311,25.56,8.699999,0
40.62295,58.71295,95,80.416664,1027.8,1032.8,1030.5126,18.620832,3.625,0,18.333334,2963.7,0.84243083,6.5795946,25.919998,15.57,0
41.972954,59.84695,94,77.25,1025.9,1029.8,1028.2166,24.137499,32.166668,13.625,11,2897.8398,0.2664,9.653095,18.359999,12.945,0
43.39495,63.21295,83,71.208336,1019.9,1027.9,1024.0042,1.9875001,6.625,0,0,2903.18,0,10.498323,21.599998,11.445,0
