Temperature Low,Temperature High,Temperature Avg,Relative Humidity Low,Relative Humidity High,Relative Humidity Avg,Mean Sea Level Pressure Low,Mean Sea Level Pressure High,Mean Sea Level Pressure,Cloud Cover Total,Cloud Cover High,Cloud Cover Medium,Cloud Cover Low,Sunshine Duration,Shortwave Radiation,Wind Speed Low,Wind Speed High,Wind Speed Avg,Wind Direction Dominant,Wind Gust Avg,Wind Gust High,Wind Gust Low,Precipitation Total
43.44895,52.862953,46.92145,69,97,82.125,1028.9,1032.3,1030.6459,42.891666,0.33333334,0,42.791668,282.35,1728.38,1.8837326,7.766828,5.0572968,126.90251,1.8,18.359999,7.694999,0
38.80495,50.540955,42.908955,28,96,81.958336,1029.5,1032.7,1031.1752,48.379166,6.8333335,0,47.291668,401.93335,1877.01,1.8837326,7.9831147,4.840855,123.43987,1.8,12.959999,5.1899996,0
40.22695,48.02095,43.82845,31,94,63.416668,1030.4,1036.9,1033.171,60.170834,44.125,40.875,50.75,1.6051064,894.44995,1.191377,6.9723544,4.9419827,122.57406,4.32,23.759998,13.709999,0.1
42.99895,49.028954,45.31795,77,96,89.166664,1031.6,1037.1,1034.4166,72.708336,0,0,72.708336,151.2766,1711.47,0,7.684151,3.642483,112.46902,1.08,16.919998,7.6650004,0
43.196953,57.90295,48.8002,63,82,75.666664,1029.6,1032.6,1030.979,13.166667,0,0,13.166667,479.81665,1780.89,1.506986,14.395464,6.5449843,167.95164,7.92,28.8,17.999998,0
41.864952,54.53695,47.4502,55,87,75.125,1031.7,1035.8,1033.8875,14.958333,0,0,14.958333,519.5,1763.0901,3.9603205,9.266738,6.896666,115.6817,4.32,15.84,11.264999,0
40.91095,52.610954,45.86395,63,78,68,1031.2,1034.6,1032.9166,7.1458335,0.875,6.9583335,0.083333336,518.23334,1755.08,3.0374274,6.1503215,4.857144,121.77591,1.8,17.64,7.2899995,0
41.45095,48.63295,45.739445,68,94,85.291664,1032.7,1040.5,1036.7916,67.333336,6.5833335,36.458332,67.333336,274.0337,1236.2101,2.7812977,10.870295,6.323897,281.9854,5.04,19.08,13.005,4.2999997
34.39495,47.46295,39.6532,29,93,72,1032.8,1040,1035.771,9.962501,4.625,7.75,2.0833333,515.0259,1862.7699,4.802594,21.368534,10.195287,122.47119,5.7599998,30.599998,15.464997,0
35.52895,49.40695,41.964703,55,83,70.708336,1030.4,1033.4,1031.9459,31.912498,16.791666,16.666666,12.5,387.45236,1831.62,2.8692157,11.964296,7.404926,231.78899,11.5199995,30.239998,22.184996,0
36.33895,51.72895,43.949192,68,90,79.625,1024.8,1031.3,1028.5292,17.975,17.416666,7.8333335,6.625,382.40265,1795.13,1.191377,9.232211,5.914919,218.5032,1.4399999,28.44,14.145,0
36.878952,47.76895,42.65395,66,90,76.416664,1022,1024.9,1023.53326,47.82083,23,28.666666,18.75,278.6787,1783.56,1.8837326,5.068606,3.6679623,145.51822,6.8399997,20.519999,12.974998,0
37.83295,50.918953,42.645702,69,94,82.291664,1021.8,1024.5,1022.7209,7.0500007,5.125,0.29166666,5.875,502.5163,1707.9099,4.3935814,9.697106,7.107565,116.932846,2.8799999,21.599998,9.675,0
39.056953,51.31495,44.959454,72,86,79.375,1024.4,1026.8,1026.0875,73.25,22.416666,55.666668,47.75,34.430145,1478.29,1.6848617,8.365129,5.972009,114.77513,3.2399998,21.96,9.614999,0
46.364952,60.00895,52.97095,66,89,80.208336,1026.3,1028.5,1027.6084,85.82083,59.708332,71,70.875,75.25901,1458.71,3.1968002,15.416712,8.367736,225.40828,8.64,29.88,22.275002,5.2
47.04895,59.18095,52.496952,74,92,82.083336,1024.4,1028.5,1026.6752,24.091667,7.7083335,1.875,22.791666,463.37515,1728.38,3.700947,8.102239,5.703527,150.25513,3.96,25.199999,13.89,0
46.418953,55.86895,49.913208,65,88,78.708336,1024.7,1026.4,1025.3375,52.558334,34.958332,44.041668,25.958334,193.65384,1436.46,2.9424841,9.293504,5.9386024,112.70492,3.2399998,21.599998,11.024999,0
44.04295,55.634953,49.083706,69,83,74.291664,1022.5,1026.3,1024.125,21.775,5.6666665,5.25,17.75,502.94998,1687.44,2.6237357,8.360887,5.4790616,114.48346,2.52,13.32,6.345,0
41.18095,54.41095,47.783947,65,87,73.166664,1021.1,1024.4,1022.58746,16.375,15.75,15,0,364.24387,1735.5,1.506986,6.9723544,4.9436493,114.928474,2.8799999,15.84,7.845,0
44.07895,55.724953,50.378204,61,87,73.875,1024.2,1031.8,1027.2626,55.662502,26.166666,49.625,42.416668,222.48334,1278.0399,3.9603205,14.368323,8.081486,233.452,5.04,38.519997,26.234995,0.2
41.88295,54.12295,47.24695,66,87,77.041664,1028.4,1032.3,1030.5958,8.999999,30,0,0.29166666,475.7765,1749.74,1.6848617,7.5207877,5.650047,139.45444,9.36,25.56,18.359999,0
44.42095,56.012955,49.281696,68,91,79.5,1028.9,1030.9,1029.9877,50.162502,0.5416667,21.75,50,106.3,962.08997,2.1312,8.935328,5.3444486,182.84465,9.36,30.599998,18.959997,0
42.00895,57.20095,49.6687,51,93,75.791664,1025.9,1030.1,1027.8417,37.524998,4.4583335,24.833334,23.583334,446.00888,1692.7799,5.466071,13.947255,8.328605,171.6136,4.32,30.960001,17.699999,0
44.33095,54.33895,49.30945,74,90,81.125,1029.1,1034.4,1032.4252,7.2166667,7.125,5.0416665,0.125,459.01733,1699.01,3.7296,8.11974,5.833111,143.82768,3.6,24.84,15.840003,0
40.60495,53.780952,46.859203,68,82,74.083336,1030.8,1034.8,1032.9708,1.5625001,5.2083335,0,0,502.5807,1766.65,3.7862556,6.8491225,5.0837092,109.0888,2.52,20.519999,9.194999,0
40.154953,53.024952,45.531696,60,82,68.875,1031,1033.3,1032.1667,10.320833,13.125,8.333333,0,388.27277,1788.01,3.118132,6.8491225,5.2308583,110.71321,2.8799999,13.32,7.605,0
34.03495,52.070953,42.4837,35,82,60.833332,1025.5,1032.2,1028.7124,5.145833,10.875,2.25,0,499.6329,1804.0299,4.3692846,13.226431,8.389292,120.01984,3.96,18,11.490001,0
37.52695,49.80295,44.4247,36,83,58.25,1025.9,1029.7,1027.7833,41.533333,10.75,9.416667,40.166668,221.65213,1444.4701,0.753493,7.1730394,3.772215,125.12858,2.52,14.759999,8.115001,0
36.806953,50.162952,44.594955,64,96,84.875,1024,1030.2,1026.9958,45.141666,0.9166667,0,44.916668,468.96667,1732.83,0.5956885,13.939619,6.694077,119.22379,2.52,19.08,12.509998,0
34.808952,52.322952,44.49145,69,96,83.541664,1023.3,1026.8,1024.8126,88.512505,48.5,54.375,80.541664,0,785.87,0.9605189,15.184799,6.2530694,144.70665,3.2399998,22.68,13.86,0.4
42.044952,47.48095,44.38795,75,97,84.875,1019.2,1029.6,1025.8375,78.27917,25.333334,35.5,42.541668,249.76596,1720.3701,3.4631999,14.661684,8.848144,128.12274,3.96,22.68,14.79,0
38.912952,46.67095,42.368954,75,94,86.708336,1013.6,1018.2,1015.2583,85.625,37.041668,78.875,79.166664,0,430.76,4.72062,16.632408,10.788353,142.37625,11.5199995,26.28,19.095001,8.1
39.59695,49.47895,44.0572,56,84,71.875,998.9,1014.4,1009.4917,83.208336,40.708332,55.125,60.708332,110.877304,1505.8801,4.1442113,14.346079,10.9861555,226.29002,13.679999,34.92,24.659998,0.3
39.92095,47.17495,43.937946,67,84,76.5,993.7,997.8,995.54156,67.208336,3.0416667,49.041668,65.125,243.82979,1683.88,9.53846,22.205683,16.863905,240.65376,24.119999,47.88,34.814995,2.8999999
37.18495,47.750954,42.4837,65,95,78.333336,994.4,999.6,996.86676,66.708336,0,62.125,55.583332,264.29947,1456.0399,5.117377,18.056341,10.589253,228.46169,8.64,33.839996,24.495,5.3999996
36.23095,48.002953,42.099705,61,87,77.416664,999.3,1003.6,1000.65424,66.875,0.083333336,40.75,65.791664,209.56915,1496.9799,3.700947,13.478893,8.767041,226.0864,14.04,27,20.669998,0.8
35.52895,49.80295,41.5312,74,90,83.875,994,1005.6,1001.44165,75.15833,30.541666,36.708332,62.208332,0,446.78,5.2878885,25.686543,13.036828,227.59766,11.159999,50.76,29.264997,7.6
39.38095,51.78295,44.50795,57,93,82.416664,1003.8,1010.6,1007.32916,90.625,39,68.166664,69.041664,40.851063,1683.88,1.506986,17.681013,10.14461,174.38504,2.52,34.2,22.56,2.3
44.33095,53.92495,47.358704,74,97,88.541664,1001.7,1006.7,1003.7915,80.958336,68.75,80.708336,63.833332,0,1193.4899,1.0656,11.15386,4.993122,180.63896,7.2,25.199999,14.895,9.5
42.65695,49.766953,46.686703,61,93,77,995.3,1001.5,999.1751,74.333336,17.708334,69.041664,48.041668,45.933334,1035.07,4.824709,24.883812,13.174407,229.8265,15.119999,55.079998,33.659996,0.8
40.982952,49.06495,44.65045,65,95,80.291664,991.7,999.3,994.45416,79.291664,19.75,70.291664,60.791668,137.16383,1393.7399,2.9304,26.070477,15.587421,240.48767,8.28,53.28,33.615,12.799999
39.308952,45.37495,42.073452,71,82,76.375,995.9,1008.7,1001.4917,33.958332,7.4166665,23.208334,23.625,438.73456,1949.1,18.04061,35.665775,25.71216,252.27061,38.519997,65.520004,48.99001,1
35.04295,40.29895,37.548702,74,83,78.416664,1009.6,1021.7,1016.81244,72.083336,2.9583333,53.041668,50.708332,123.56331,1377.72,9.112282,36.52401,25.693626,256.97363,19.8,63,44.955,0.4
29.030952,41.01895,34.22845,54,93,82.25,1007.9,1020.6,1012.7751,49.083332,26.916666,42.125,37.75,33.117413,1060.8799,5.2542295,24.314018,12.438728,208.94725,10.08,46.8,24.645002,2.6
31.94695,39.236954,34.962704,62,92,79.958336,1011.1,1015.7,1013.17084,74.25,0,69.875,54.125,7.6595736,1505.88,25.01608,39.22237,29.98944,268.9743,42.12,62.639996,50.939987,0.3
30.542952,37.95895,34.22095,62,93,82.166664,1016.1,1025.5,1022.27075,86.833336,0,2.625,86.833336,178.72339,1207.7301,9.266738,27.502495,16.042383,299.0873,13.32,40.68,25.364998,1
27.374952,35.76295,31.697203,52,95,75.666664,1023.4,1027.5,1025.5667,42.333332,0,17.041666,42.333332,430.62656,1421.33,3.8142672,26.978836,16.990728,330.7512,7.2,41.399998,28.32,1.4
23.198952,35.27695,28.966448,50,84,69.708336,1014.2,1027.2,1020.1709,50.308334,50.541668,50.083332,9.208333,104.638306,2136.89,9.174376,23.201284,12.867942,118.93332,10.440001,29.88,21.734999,0
31.65895,42.72895,36.4627,68,93,82.791664,1013.1,1015.6,1014.48737,100,5.25,53.416668,100,0,1545.93,0,12.523634,6.9075265,130.16473,7.2,23.039999,15.734998,1.4000001
33.224953,39.11095,36.7717,74,96,85.833336,1015.4,1022.8,1018.37494,71.5,0,12.083333,71.5,261.94147,1982.0299,0.3767465,11.967262,5.17699,328.36603,2.8799999,16.56,10.575,0.1
30.002953,40.04695,33.69895,57,96,79.5,1022.5,1027.9,1025.125,39.666668,0,0,39.666668,435.01666,2224.1099,0,8.014169,3.662756,81.55681,2.52,14.759999,8.504999,0
28.652952,42.530952,34.985203,56,87,76.958336,1027.5,1030,1028.7583,29.791666,28.041666,28.958334,8.833333,466.0365,2322.9,2.9784427,10.248613,6.665478,114.782104,4.32,19.8,12.659999,0
36.878952,48.488953,43.720455,74,96,84.75,1028.6,1037.9,1033.8585,51.662495,20.125,13.75,51.541668,416.90283,2157.36,3.767465,15.726628,9.458032,263.8416,2.52,33.48,17.369997,4
32.702953,50.63095,41.249954,65,98,78.041664,1033.4,1038.1,1035.4083,57.041668,13.541667,29.375,32.875,160.21277,2276.6199,1.332,11.029089,5.4313226,115.531334,4.32,15.4800005,9.209999,0
40.26295,53.97895,46.73995,40,72,59.166668,1028.9,1033.5,1030.5292,0.28750002,0.9583333,0,0,557.9167,2278.4,2.4123545,6.7394466,4.0496163,108.93753,1.8,18.359999,4.7549996,0
42.90895,54.89695,48.26845,42,88,69.375,1027.9,1032.3,1030.05,24.183332,31.958334,20.833334,0,558.3603,2299.76,0.9605189,7.0331616,4.3376045,131.24641,2.16,20.519999,13.815,0
42.47695,57.20095,50.316708,60,84,77.125,1021.9,1028.7,1025.9917,70.237495,47.375,60.666668,29.041666,36.37766,2080.82,0.5956885,6.823169,4.7547717,153.16113,13.32,25.919998,20.94,0
48.34495,55.81495,51.694458,54,97,76.125,1021.5,1027.9,1025.4833,94.145836,85.541664,93.958336,54.5,0,1129.41,0.9605189,16.953592,7.1961346,258.55493,1.8,35.28,23.519997,2.7
44.56495,50.774952,47.102203,76,97,85.625,1028.3,1033.9,1031.5042,48.379166,7.8333335,17.625,47.291668,425.89462,2302.4302,3.767465,11.712514,6.482853,278.16037,9,23.4,17.565,1.2
39.92095,54.06895,46.491703,52,84,71.25,1016.5,1031,1024.1124,68.725,38.708332,54.333332,50,79.78723,1826.2799,2.7167575,30.008749,13.706161,242.59244,18.359999,60.479996,36.51,1.2
42.47695,54.140953,48.498703,72,90,82,1014.1,1019.3,1017.18317,99.041664,44.375,90.833336,89.541664,5.4436164,1159.67,4.066419,27.167576,16.748816,254.60712,23.4,59.76,37.605,9.600001
49.78495,56.19295,52.84271,65,83,75.291664,1017.9,1029.2,1025.2709,49.31667,53.25,42.5,15.291667,387.17285,2508.9097,10.9742565,26.234652,18.625051,259.8573,26.64,50.039997,36.959995,0
48.20095,56.570953,51.800205,62,84,73.791664,1019.6,1028.2,1023.6084,83.208336,89.75,81.291664,14.916667,175.7844,2328.2397,6.5795946,21.408352,13.739414,255.97507,21.599998,44.639996,32.445004,0
37.13095,51.044952,41.9257,66,85,78.375,1020.1,1027,1022.68756,84.833336,15.541667,64.833336,78,94.75,1045.75,6.791894,23.156889,15.058553,274.17816,18.72,41.760002,30.794996,3.5000002
36.68095,43.73695,39.746952,63,89,81.833336,1024.7,1031.8,1028.1249,91.541664,14.291667,54.166668,80.041664,0,1151.6599,13.852799,34.703648,21.197798,262.47562,27.359999,64.439995,40.53,0.5
41.05495,54.55495,47.39095,62,91,82.25,1023.2,1028.3,1026.4083,54.625004,6.8333335,9.041667,54,368.59894,2516.0303,0.79920006,21.052343,8.721917,257.13123,4.68,39.239998,17.49,0.1
33.260952,59.360954,44.027203,41,97,77.291664,1009.1,1023.3,1016.99585,24.225,36,20.708334,1.2083334,372.91937,2793.71,3.6234317,12.2919855,8.257615,130.43924,5.04,35.64,21.884995,0
33.65695,45.086952,39.86845,76,96,85.166664,1000.8,1011.3,1006.1834,80.125,43.208332,79.791664,55.583332,0,708.44,2.6372256,19.981775,9.748606,190.86255,4.68,31.68,20.504997,5.7
37.09495,54.33895,45.4162,56,80,67.583336,1001.5,1011.3,1006.07513,56.420834,37,49.708332,9.791667,345.31912,2857.79,6.0102577,35.499237,23.348429,230.97525,23.039999,76.32,51.989994,0
39.45295,53.09695,47.884457,57,83,68.583336,988.4,1007.4,998.19586,84.6,67.541664,83.875,34.75,7.021276,1711.4698,9.426194,41.682026,26.200388,233.57156,27,76.32,57.09,2.8
33.94495,43.16095,37.6882,60,87,75.291664,994.4,1005.7,999.6541,67.916664,0,67.708336,9.791667,70.21277,2449.2798,20.218338,39.29197,29.195398,258.186,45.719997,65.88,54.405,0.2
32.45095,44.79895,38.26495,54,93,73.166664,1005.4,1008.3,1007.20013,44.875,0,30.791666,27.541666,247.02126,2894.2798,1.9210378,21.477854,11.381579,257.44083,3.6,37.44,21.929998,0
32.72095,45.932953,39.34645,51,92,74.25,993.2,1009.1,1002.3916,69.666664,32.666668,54.708332,60.25,198.66223,2190.2898,2.028842,17.285234,7.5623603,159.57607,7.5599995,33.48,18.33,2.6
36.446953,49.676952,43.2892,60,91,77.375,986.4,996.2,992.17084,83.5,0,34.666668,74.291664,113.47199,1615.3499,2.0806506,32.446163,16.557596,239.06404,18,63,37.514996,1.8000001
41.072952,47.120953,43.132446,72,89,78.25,987.8,997.4,991.125,82.25,0,77.083336,71.916664,8.297872,1385.73,5.9865956,30.142075,13.20348,252.59515,12.24,53.639996,27.960005,3.1
35.564953,41.32495,38.534206,67,95,81.041664,997.6,1020.9,1008.7168,73.833336,1.1666666,36.375,61.416668,247.17924,2482.2097,4.743117,16.300545,11.812775,306.53116,11.5199995,31.319998,19.755,4.4
33.38695,45.932953,38.525204,55,96,75.875,1021.6,1028.9,1027.0001,54.375,0,0,54.375,393.3979,2984.17,7.2713056,19.210377,13.587128,35.587357,10.799999,29.16,22.47,0
29.624952,42.94495,35.9212,62,96,80.208336,1015.3,1026.5,1020.57086,73.208336,0.5416667,0.375,72.958336,213.19151,2961.0298,4.336678,10.722393,6.8349133,321.72302,11.159999,27.359999,19.44,0
33.42295,51.02695,40.544956,48,94,74.333336,1013.9,1018.3,1016.46246,46,46.333332,38.166668,10.458333,284.17908,3289.44,2.9784424,10.010403,6.587614,153.80183,11.159999,27.359999,17.744999,0
36.77095,43.26895,40.118946,57,93,77.25,1016.2,1027.9,1022.1751,69.791664,16.541666,46.958332,68.958336,401.27094,2521.3699,0.84243083,17.967686,9.678429,270.81848,4.68,27,18.164999,3.3000002
34.61095,49.766953,41.750957,63,76,71.5,1021.8,1028,1024.8542,79.666664,65.666664,78.708336,75.916664,0,722.67993,8.2066765,29.323368,18.586628,237.01459,20.519999,56.88,40.635,0.1
50.162952,58.190952,53.27621,66,78,72.625,1019.8,1023.7,1022.5667,73.833336,36.958332,60.333332,57.958332,239.27234,2915.64,5.0052013,28.239655,19.472698,250.63512,25.56,56.519997,41.594997,0.4
47.67895,59.39695,52.823956,60,86,73.625,1013,1020.4,1016.10834,36.554165,4.9166665,17.5,26.458334,451.25565,3521.73,4.212154,20.51453,12.407837,268.9003,24.48,45.36,33.465,0
37.92295,52.08895,46.35295,67,90,80.458336,1012.3,1020.1,1014.6958,69.525,15.791667,66.75,69.25,5.3021274,1237.99,3.1968002,23.396229,13.914692,264.45154,8.28,43.56,31.904999,6
31.082952,47.732952,38.83945,53,95,79.208336,1012.4,1021.7,1017.8167,39.850002,29.875,37.166668,31.791666,340.01993,3341.0598,3.8142672,11.051587,6.9817204,120.53583,4.32,23.4,12.075,1.9000001
35.564953,41.90095,38.083447,69,94,85.083336,1009.1,1016.2,1012,97.916664,12.75,58.333332,97.916664,0,1932.1898,2.4560864,16.52539,9.668185,35.059418,6.8399997,26.64,16.289999,5.8000007
31.352951,46.00495,37.6912,49,100,73,1006.4,1016.3,1011.6709,46.879166,29.083334,26.708334,19.75,443.09183,3902.65,0.3767465,16.32882,8.784858,94.1665,0.35999998,24.119999,14.490001,0
33.67495,51.944954,40.454952,54,90,73.166664,1001.2,1006.1,1003.42084,54.79167,28.333334,52.875,0.5416667,386.40277,3817.21,1.7870656,10.847421,7.2553086,78.80609,9.72,19.08,14.265,0
31.586952,49.010952,39.55495,68,95,84.916664,1003.2,1008.2,1005.10406,96.916664,82.125,78.166664,74.875,40.851063,2924.5398,4.552245,13.386435,8.002021,319.7688,10.799999,28.08,18.944998,0
33.29695,40.38895,36.85345,85,96,90.958336,1007.2,1019,1011.25415,100,32.583332,97.5,98.958336,0,579.3901,13.628123,22.380772,17.329962,350.6286,18.72,41.399998,28.305,15.300001
32.63095,45.77095,38.459953,45,95,73.708336,1016.9,1023.5,1020.92096,83.083336,35.666668,34.708332,74.875,240,3728.2097,6.791894,21.338623,13.403752,286.20572,12.599999,32.399998,21.449997,1.4
38.606953,50.19895,44.1922,69,81,75.75,1002.2,1015.5,1007.19995,82.25,42.083332,47.375,79.541664,137.39503,1792.4601,12.315059,27.53731,20.465796,252.28333,31.68,52.56,41.085,6
35.06095,41.63095,38.56945,73,89,82,997.4,1007.8,1001.57935,78,0,51.875,68.833336,0,1527.24,7.033162,26.373598,18.16116,275.065,23.759998,46.079998,34.665,3.8
31.730951,47.012955,39.440952,58,95,74.625,992.9,1008.5,999.19995,79.73333,76.333336,76.708336,53.666668,0,1028.84,6.6812778,28.516003,16.704218,199.06215,15.119999,55.079998,36.584995,2
34.73695,45.73495,41.71345,64,86,74.666664,991.7,996.5,993.9998,82.916664,47.791668,78.75,80.25,129.71738,1520.1199,0,16.127653,8.79004,189.01398,6.8399997,49.68,22.229998,1
31.586952,41.45095,36.823452,65,95,80.833336,996.2,1005.3,1001.16266,81.541664,0,51.416668,76.458336,98.55745,2783.9197,2.6237357,31.789904,17.82784,265.70612,6.4799995,44.28,28.949997,4.9999995
32.18095,44.31295,38.28895,48,89,69.625,1001.4,1006.3,1003.80835,80.958336,0,58.875,79.5,153.41275,2985.95,1.8837326,18.132818,8.585789,226.71266,6.4799995,30.239998,18.074999,1
32.522953,42.02695,37.28545,62,91,77.166664,1006.5,1019.4,1013.99585,67.375,0,25.541666,65.458336,268.3007,2730.5198,1.7870656,13.478893,7.012232,294.4548,4.32,20.16,11.055,0.8
30.182951,48.578953,38.8462,41,86,65.333336,1004.3,1018.9,1010.82086,23.466667,12.458333,22.333334,0,535.225,4638.6797,3.996,18.556438,9.839973,142.73495,1.4399999,23.759998,14.594998,0
34.196953,52.610954,41.2897,51,96,71.333336,1009.6,1020.6,1014.8958,20.875,0,0,20.875,615.4807,4301.3696,2.028842,14.068846,5.45762,32.053482,1.8,23.4,11.249999,0
33.33295,52.52095,40.9192,47,95,78.625,1020.6,1025,1022.4082,59.083332,0,0,59.083332,375.9475,4007.67,0,13.947255,6.2189155,44.10637,6.4799995,24.48,16.230001,0
31.604952,51.332954,40.93195,54,96,76.291664,1024.2,1028.1,1026.1039,51.666668,2.5416667,2.9583333,50.375,393.1915,3611.6199,1.332,15.881553,7.657704,44.236084,9,23.4,18.974997,0.1
38.01295,52.12495,44.63695,49,90,68.708336,1024,1027.3,1025.8833,36.083332,0,0,36.083332,681.3933,4647.58,4.336678,24.556532,13.953658,68.028625,14.4,42.48,28.769999,0
36.71695,53.204952,43.4317,49,81,66.125,1023.9,1028.9,1026.475,22.083334,0,0,22.083334,624.144,4815.7896,7.276183,17.348755,11.744727,83.973816,16.199999,32.760002,24.090002,0
30.254951,49.78495,37.964954,59,96,80.75,1020.7,1027.4,1024.3082,74.21667,17.666666,40.458332,72.5,37.659576,3583.14,0.79920006,18.197283,7.187084,358.42902,8.28,27,14.415001,4.2
33.098953,53.510952,41.600945,38,83,62.208332,1016.5,1022.2,1019.52094,4.625,0,4.625,4.1666665,653.57874,4761.5005,9.448753,25.773428,18.415583,89.32302,23.759998,41.039997,34.124996,0
31.982952,51.99895,41.631702,54,90,75.541664,1022.9,1027.5,1024.8833,2.2083333,0,0,2.2083333,714.6018,5006.2495,1.332,13.505193,5.416758,6.3085785,2.16,22.319998,10.2,0
36.752953,57.02095,46.619198,51,93,72.583336,1018,1023.5,1021.0625,11.458333,0,0,11.458333,596.6908,5032.95,1.9210378,9.369556,4.707802,342.21088,2.16,16.919998,7.6499996,0
39.56095,54.53695,46.61845,63,91,74.416664,1017.3,1020,1018.9294,0.125,0,0,0.125,730.99994,5092.5796,0.5956885,13.985366,6.160486,330.31686,0.71999997,17.28,7.6800003,0
38.516953,52.988953,43.898205,60,95,82.208336,1015.7,1020.4,1018.16656,59.041668,0,0,59.041668,394.6922,4447.3296,0.753493,12.035266,6.3511124,328.23148,0.71999997,25.199999,10.649999,0
37.83295,52.502953,43.6627,60,92,79.458336,1015.6,1019.1,1017.58325,77.416664,0,0,77.416664,111.063835,3640.9897,0,13.609885,6.6477895,350.2666,1.4399999,23.4,11.625,0.2
34.75495,54.23095,43.9537,46,96,73.708336,1008.9,1016.6,1013.16656,41.070835,6.625,3.5833333,40.458332,360.50146,4566.59,0.2664,15.091038,5.375036,23.962479,1.8,23.039999,12.06,0
31.676952,50.03695,41.404453,63,95,77.666664,1008.2,1012.5,1010.0666,60.083332,0,0,60.083332,259.14896,3922.2297,1.191377,18.8015,8.244795,356.1095,3.96,29.16,17.73,0.1
35.654953,52.75495,44.10145,50,95,72.25,1012.3,1017.5,1015.5918,53.30417,18.416666,24.208334,36.625,452.3617,4927.04,4.897704,9.320193,7.1265206,320.94537,7.2,24.84,14.070001,0
43.55695,50.10895,46.954453,69,83,74.416664,1016,1018.1,1016.95825,100,40,69.625,94.5,0,1528.1299,3.996,19.03409,11.248332,253.46606,15.119999,36,24.885,2
43.718952,62.24095,51.260952,41,90,71.208336,1014.2,1020.3,1017.82916,30.312502,1.875,0,29.75,711.9115,5311.5195,1.7057923,14.977747,7.9076486,194.5167,3.2399998,24.84,15.629998,0
39.45295,54.500954,48.812954,52,92,66.833336,1010.8,1017.6,1014.5459,60.891666,23.208334,55.5,53.416668,86.23405,3135.4697,1.191377,18.210928,8.624885,245.86626,7.5599995,41.399998,23.234999,1.4000001
36.51895,57.14695,48.345703,52,94,68.041664,1006.3,1014.6,1009.7375,43.75417,30.041666,43.625,26.208334,414.8507,3886.63,6.448861,29.206966,15.8209305,208.03728,7.5599995,55.079998,35.069996,0
44.33095,58.190952,51.31345,53,91,64.75,1008.7,1015.1,1012.5542,49.958332,37.791668,43.583332,33.708332,239.2844,2974.3801,1.0656,23.715588,13.809628,261.45743,6.8399997,52.56,35.460003,3.1999998
49.06495,64.13095,56.0602,56,95,74.541664,1009.7,1014.4,1011.92914,89.333336,41.375,86.958336,63.875,106.02127,3625.8599,2.8815567,15.109837,8.180569,265.27203,7.2,33.839996,26.939995,3
41.18095,73.36495,57.9982,41,96,66.75,1001.3,1010.4,1006.4417,40.116665,38.75,35.416668,7.1666665,439.15747,5371.15,5.0264254,17.519726,10.995355,121.92087,7.92,36.36,22.230001,0
46.364952,56.732952,50.49445,56,97,81.125,1003.1,1017.5,1011.66675,52.9375,18.333334,16.791666,52.25,290.42554,3794.9597,0,19.801605,8.643228,331.81262,2.8799999,45.719997,15.689999,1.1
42.60295,69.63895,55.619946,54,91,74.875,1012.4,1017.1,1014.8999,29.5,55.166668,24,0.45833334,527.15314,5374.709,3.700947,13.816892,8.31249,104.69478,7.2,24.119999,14.939998,0
52.016953,69.47695,61.221695,50,79,65.541664,1008.4,1015.3,1012.0166,98.791664,40.041668,98.791664,23.041666,0.6595744,4445.55,3.2518265,12.020515,8.080829,57.66706,2.8799999,15.84,11.174998,0
53.43895,64.16695,58.907955,59,79,68.833336,1005.9,1010.9,1008.3875,66.34167,18.333334,45.25,35,279.09415,5095.25,1.506986,9.293504,5.2412286,350.27243,1.4399999,29.88,12.555001,0
50.126953,59.64895,54.879704,65,97,81.791664,1005.3,1010.6,1007.9792,79.575005,49.458332,78.875,59.583332,33.82979,3468.3298,1.5533656,13.5261965,5.2183433,294.5998,2.52,39.239998,16.11,3.9
47.46295,59.84695,53.3932,60,97,77.458336,1011.7,1016.4,1014.03754,59.875,2.75,25,59.875,400.65286,3966.7302,3.4631999,13.939619,8.325577,275.24396,11.159999,30.599998,19.545,5.7
43.34095,51.404953,47.21995,58,87,70.916664,1012.1,1015.6,1013.6999,87.5,0.20833333,0.25,87.5,0,3406.92,6.3322554,16.785313,11.5232315,276.06128,14.759999,35.64,25.245,0.2
41.48695,52.26895,46.523197,56,89,73.791664,1007.9,1014.3,1011.30835,100,0.41666666,63.916668,100,0,3064.2698,0.79920006,7.670285,4.5077586,0.98098755,4.68,14.759999,9.87,0.2
43.10695,54.12295,49.511948,54,84,67.916664,1005.9,1009.1,1007.45844,91.583336,1.75,29.041666,91.583336,117.446815,4514.9697,2.2916594,10.109169,5.7560697,318.61682,6.4799995,22.319998,12.375001,0.4
42.33295,62.402954,52.454205,45,76,63,1008,1010.8,1009.31647,15.679165,18.208334,3.2083333,8.916667,758.10266,6375.07,2.1967907,12.395474,7.220778,116.70267,2.16,17.28,11.309998,0
42.36895,65.46295,54.48596,49,86,67.25,1008.8,1011.7,1010.33344,7.6666665,2.9166667,6.375,0.8333333,699.2052,6099.1694,1.8837326,8.697869,5.847387,113.41212,2.8799999,20.16,11.639999,0
